h,h_label,r,t,t_label,tau_start,l_h_lat,l_h_lon,l_t_lat,l_t_lon,__file,tau_end,vi_context,source,h_in_vn,t_in_vn
Q10799681,Nguyễn Thị Nương,bornIn,Q10769060,Hoàng Tung,1955.0,22.681111111111,106.15611111111,22.681111111111,106.15611111111,historical_figures.csv,,,,True,True
Q10799978,Nguyễn Văn Sơn,bornIn,Q10838063,Yên Lộc,1959.0,18.46333333,105.7080556,18.46333333,105.7080556,historical_figures.csv,,,,True,True
Q10800066,Nguyễn Xuân Huy,bornIn,Q1858,Hà Nội,1976.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10799989,Nguyễn Văn Thương,bornIn,Q286486,Trảng Bàng,1938.0,11.033,106.367,11.033,106.367,historical_figures.csv,,,,True,True
Q10800185,Nguyễn Đức Nhanh,bornIn,Q10772177,Hồng Quang,1952.0,20.62361111,105.7938889,20.62361111,105.7938889,historical_figures.csv,,,,True,True
Q10800161,Nguyễn Đổng Chi,bornIn,Q25315,Phan Thiết,1915.0,10.9375,108.15833333333,10.9375,108.15833333333,historical_figures.csv,,,,True,True
Q10799822,Nguyễn Tăng Tuấn,bornIn,Q36512,Thanh Hóa,1986.0,20.0,105.5,20.0,105.5,historical_figures.csv,,,,True,True
Q10800058,Nguyễn Xuân Anh,bornIn,Q2236121,Hòa Vang,1976.0,15.986715,108.140683,15.986715,108.140683,historical_figures.csv,,,,True,True
Q10799684,Nguyễn Thị Phúc,bornIn,Q10842371,Đức Long,1965.0,10.91305556,108.0775,10.91305556,108.0775,historical_figures.csv,,,,True,True
Q10800126,Nguyễn Đình Tứ,bornIn,Q5029078,Can Lộc,1932.0,18.445833333333,105.7625,18.445833333333,105.7625,historical_figures.csv,,,,True,True
Q10799671,Nguyễn Thị Ngọc Hoa,bornIn,Q26573,Long An,1987.0,10.666666666667,106.16666666667,10.666666666667,106.16666666667,historical_figures.csv,,,,True,True
Q10800147,Nguyễn Đăng Mạnh,bornIn,Q36907,Nam Định,1930.0,20.25,106.25,20.25,106.25,historical_figures.csv,,,,True,True
Q10799955,Nguyễn Văn Nên,bornIn,Q36608,Tây Ninh,1957.0,11.333333333333,106.16666666667,11.333333333333,106.16666666667,historical_figures.csv,,,,True,True
Q10799611,Nguyễn Thị Hoàng,bornIn,Q36399,Huế,1939.0,16.463888888889,107.58666666667,16.463888888889,107.58666666667,historical_figures.csv,,,,True,True
Q10799642,Nguyễn Thị Kim Thúy,bornIn,Q2053182,Bình Quý,1967.0,15.70139,108.33917,15.70139,108.33917,historical_figures.csv,,,,True,True
Q10799642,Nguyễn Thị Kim Thúy,bornIn,Q2053182,Bình Quý,1968.0,15.70139,108.33917,15.70139,108.33917,historical_figures.csv,,,,True,True
Q10800176,Nguyễn Đức Hải,bornIn,Q10783690,Hưng Trí,1961.0,18.07,106.2975,18.07,106.2975,historical_figures.csv,,,,True,True
Q10799812,Nguyễn Tài,bornIn,Q10834898,Xuân Cầu,1926.0,20.955166645589,105.99101607057,20.955166645589,105.99101607057,historical_figures.csv,,,,True,True
Q10800073,Nguyễn Xuân Phúc,bornIn,Q2193420,Quế Sơn,1954.0,15.683333333333,108.16666666667,15.683333333333,108.16666666667,historical_figures.csv,,,,True,True
Q10799956,Nguyễn Văn Pha,bornIn,Q6408354,Kim Bảng,1961.0,20.570833333333,105.85,20.570833333333,105.85,historical_figures.csv,,,,True,True
Q10800005,Nguyễn Văn Trân,bornIn,Q800053,Yên Phong,1917.0,21.206666666667,105.99416666667,21.206666666667,105.99416666667,historical_figures.csv,,,,True,True
Q10800069,Nguyễn Xuân Khoát,bornIn,Q1858,Hà Nội,1910.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10799905,Nguyễn Văn Hiệu,bornIn,Q1858,Hà Nội,1938.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10800049,Nguyễn Vĩnh Tiến,bornIn,Q36610,Phú Thọ,1974.0,21.333333333333,105.16666666667,21.333333333333,105.16666666667,historical_figures.csv,,,,True,True
Q10800166,Nguyễn Đức Chung,bornIn,Q7710326,Thanh Ba,1967.0,21.45,105.167,21.45,105.167,historical_figures.csv,,,,True,True
Q10799706,Nguyễn Thị Thu An,bornIn,Q1858,Hà Nội,1922.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10799706,Nguyễn Thị Thu An,bornIn,Q1858,Hà Nội,1926.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10799783,Nguyễn Trọng Bằng,bornIn,Q36865,Cao Bằng,1931.0,22.75,106.08333333333,22.75,106.08333333333,historical_figures.csv,,,,True,True
Q10799902,Nguyễn Văn Hiếu (sinh 1959),bornIn,Q33366,Bến Tre,1959.0,10.166666666667,106.5,10.166666666667,106.5,historical_figures.csv,,,,True,True
Q10800148,Nguyễn Đăng Thục,bornIn,Q1134500,Gia Lâm,1909.0,21.029166666667,105.975,21.029166666667,105.975,historical_figures.csv,,,,True,True
Q10800148,Nguyễn Đăng Thục,bornIn,Q1134500,Gia Lâm,1913.0,21.029166666667,105.975,21.029166666667,105.975,historical_figures.csv,,,,True,True
Q10800072,Nguyễn Xuân Oánh,bornIn,Q36367,Bắc Giang,1921.0,21.333333333333,106.43333333333,21.333333333333,106.43333333333,historical_figures.csv,,,,True,True
Q10799830,Nguyễn Tấn Quyên,bornIn,Q5032333,Càng Long,1953.0,9.9974388888889,106.20530555556,9.9974388888889,106.20530555556,historical_figures.csv,,,,True,True
Q10799761,Nguyễn Trung Hiếu,bornIn,Q33272,Sóc Trăng,1959.0,9.6666666666667,105.83333333333,9.6666666666667,105.83333333333,historical_figures.csv,,,,True,True
Q10799634,Nguyễn Thị Kim Bé,bornIn,Q1927521,Vĩnh Thuận,1968.0,9.5333333333333,105.24583333333,9.5333333333333,105.24583333333,historical_figures.csv,,,,True,True
Q10799876,Nguyễn Văn Bổng,bornIn,Q33356,Quảng Nam,1921.0,15.55,108.05,15.55,108.05,historical_figures.csv,,,,True,True
Q10799600,Nguyễn Thị Chiên,bornIn,Q6405298,Kiến Xương,1930.0,20.389913,106.443014,20.389913,106.443014,historical_figures.csv,,,,True,True
Q10800034,Nguyễn Văn Vỹ,bornIn,Q1858,Hà Nội,1916.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10800175,Nguyễn Đức Hùng,bornIn,Q33996,Hà Tĩnh,1928.0,18.343055555556,105.90583333333,18.343055555556,105.90583333333,historical_figures.csv,,,,True,True
Q10799877,Nguyễn Văn Chi,bornIn,Q2236121,Hòa Vang,1945.0,15.986715,108.140683,15.986715,108.140683,historical_figures.csv,,,,True,True
Q10800041,Nguyễn Văn Đài,bornIn,Q36485,Hưng Yên,1969.0,20.646388888889,106.05111111111,20.646388888889,106.05111111111,historical_figures.csv,,,,True,True
Q10800135,Nguyễn Đăng Bảy,bornIn,Q1924271,Từ Sơn,1923.0,21.115893,105.955919,21.115893,105.955919,historical_figures.csv,,,,True,True
Q10800026,Nguyễn Văn Tý,bornIn,Q33428,Vinh,1925.0,18.673333333333,105.69222222222,18.673333333333,105.69222222222,historical_figures.csv,,,,True,True
Q10800000,Nguyễn Văn Thời,bornIn,Q10825726,Thái Hưng,1958.0,20.5,106.5,20.5,106.5,historical_figures.csv,,,,True,True
Q10799637,Nguyễn Thị Kim Ngân,bornIn,Q36635,Bến Tre,1954.0,10.233333333333,106.38333333333,10.233333333333,106.38333333333,historical_figures.csv,,,,True,True
Q10799643,Nguyễn Thị Kim Tiến,bornIn,Q10752488,Cẩm Hưng,1959.0,18.21833333,106.0161111,18.21833333,106.0161111,historical_figures.csv,,,,True,True
Q10799656,Nguyễn Thị Mai Hoa,bornIn,Q10771418,Hưng Xuân,1967.0,18.608333333333,105.61194444444,18.608333333333,105.61194444444,historical_figures.csv,,,,True,True
Q10799656,Nguyễn Thị Mai Hoa,bornIn,Q10771418,Hưng Xuân,1968.0,18.608333333333,105.61194444444,18.608333333333,105.61194444444,historical_figures.csv,,,,True,True
Q10799904,Nguyễn Văn Hiện,bornIn,Q10806215,Phúc Khánh,1954.0,20.61138889,106.1955556,20.61138889,106.1955556,historical_figures.csv,,,,True,True
Q10799712,Nguyễn Thị Thu Thủy,bornIn,Q36608,Tây Ninh,1957.0,11.333333333333,106.16666666667,11.333333333333,106.16666666667,historical_figures.csv,,,,True,True
Q10799791,Nguyễn Trọng Thuật,bornIn,Q3031601,Nam Sách,1883.0,20.990095,106.334179,20.990095,106.334179,historical_figures.csv,,,,True,True
Q10799870,Nguyễn Văn Bình,bornIn,Q36610,Phú Thọ,1961.0,21.333333333333,105.16666666667,21.333333333333,105.16666666667,historical_figures.csv,,,,True,True
Q10799662,Nguyễn Thị Minh Lợi,bornIn,Q3942534,Hạ Trạch,1976.0,17.689722222222,106.42861111111,17.689722222222,106.42861111111,historical_figures.csv,,,,True,True
Q10800184,Nguyễn Đức Mậu,bornIn,Q36907,Nam Định,1948.0,20.25,106.25,20.25,106.25,historical_figures.csv,,,,True,True
Q10800129,Nguyễn Đình Đầu,bornIn,Q1858,Hà Nội,1920.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10800151,Nguyễn Đăng Trừng,bornIn,Q2236121,Hòa Vang,1942.0,15.986715,108.140683,15.986715,108.140683,historical_figures.csv,,,,True,True
Q10799760,Nguyễn Triệu Luật,bornIn,Q1858,Hà Nội,1903.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10800091,Nguyễn Ánh 9,bornIn,Q36903,Ninh Thuận,1940.0,11.75,108.83333333333,11.75,108.83333333333,historical_figures.csv,,,,True,True
Q10800065,Nguyễn Xuân Hoàng,bornIn,Q19491,Nha Trang,1940.0,12.245,109.19166666667,12.245,109.19166666667,historical_figures.csv,,,,True,True
Q10799979,Nguyễn Văn Sỹ,bornIn,Q33682,Nam Định,1971.0,20.42,106.16833333333,20.42,106.16833333333,historical_figures.csv,,,,True,True
Q10799752,Nguyễn Tiến Sâm,bornIn,Q1858,Hà Nội,1946.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10799616,Nguyễn Thị Hương Thảo,bornIn,Q3031261,Gia Lộc,1984.0,20.85,106.29166666667,20.85,106.29166666667,historical_figures.csv,,,,True,True
Q10799969,Nguyễn Văn Quỳ,bornIn,Q1858,Hà Nội,1925.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10800117,Nguyễn Đình Quyền,bornIn,Q10822555,Sài Sơn,1958.0,21.028611111111,105.64638888889,21.028611111111,105.64638888889,historical_figures.csv,,,,True,True
Q10799745,Nguyễn Tiến Hưng,bornIn,Q36175,Thanh Hóa,1935.0,19.8075,105.77638888889,19.8075,105.77638888889,historical_figures.csv,,,,True,True
Q10799994,Nguyễn Văn Thể,bornIn,Q10780318,Kiến Phong,1966.0,,,,,historical_figures.csv,,,,True,True
Q10800074,Nguyễn Xuân Sanh,bornIn,Q25281,Đà Lạt,1920.0,11.94,108.4375,11.94,108.4375,historical_figures.csv,,,,True,True
Q10799722,Nguyễn Thị Thủy Khiêm,bornIn,Q10830686,Tân Mỹ,1958.0,,,,,historical_figures.csv,,,,True,True
Q10799695,Nguyễn Thị Thanh (chính khách),bornIn,Q36900,Ninh Bình,1967.0,20.25,105.83333333333,20.25,105.83333333333,historical_figures.csv,,,,True,True
Q10800056,Nguyễn Xiển,bornIn,Q33428,Vinh,1907.0,18.673333333333,105.69222222222,18.673333333333,105.69222222222,historical_figures.csv,,,,True,True
Q10799739,Nguyễn Thụy Kha,bornIn,Q10770923,Hòa Bình,1949.0,20.66416667,106.5625,20.66416667,106.5625,historical_figures.csv,,,,True,True
Q10800113,Nguyễn Đình Ngọc,bornIn,Q1858,Hà Nội,1932.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10800114,Nguyễn Đình Phách,bornIn,Q36235,Hưng Yên,1954.0,20.816666666667,106.05,20.816666666667,106.05,historical_figures.csv,,,,True,True
Q10800157,Nguyễn Đắc Vinh,bornIn,Q1858,Hà Nội,1972.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10840217,Điểu K'Ré,bornIn,Q10841472,Đắk R'Tíh,1968.0,12.099166666667,107.48805555556,12.099166666667,107.48805555556,historical_figures.csv,,,,True,True
Q10833847,Vũ Mão,bornIn,Q1858,Hà Nội,1939.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10833840,Vũ Lập,bornIn,Q5874226,Hòa An,1924.0,22.708333333333,106.225,22.708333333333,106.225,historical_figures.csv,,,,True,True
Q10833969,Vũ Đức Cao,bornIn,Q8045182,Xuân Trường,1927.0,20.291709,106.33389,20.291709,106.33389,historical_figures.csv,,,,True,True
Q10833958,Vũ Đình Cự,bornIn,Q5295738,Đông Hưng,1936.0,20.556953,106.355011,20.556953,106.355011,historical_figures.csv,,,,True,True
Q10840504,Đào Đăng Vỹ,bornIn,Q36167,Huế,1908.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q10841562,Đặng Thúc Liêng,bornIn,Q5875294,Hóc Môn,1867.0,10.88359,106.58799,10.88359,106.58799,historical_figures.csv,,,,True,True
Q10833365,Văn Hiệp,bornIn,Q4403404,Thanh Trì,1942.0,20.945077,105.844432,20.945077,105.844432,historical_figures.csv,,,,True,True
Q10840290,Đoàn Duy Thành,bornIn,Q3031343,Kim Thành,1929.0,20.962195,106.51025,20.962195,106.51025,historical_figures.csv,,,,True,True
Q10833922,Vũ Tuyên Hoàng,bornIn,Q1858,Hà Nội,1939.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10840471,Đào Trinh Nhất,bornIn,Q36167,Huế,1900.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q10833961,Vũ Đình Liệu,bornIn,Q6945935,Mỹ Lộc,1919.0,20.440089,106.104711,20.440089,106.104711,historical_figures.csv,,,,True,True
Q10841526,Đặng Khánh Lâm,bornIn,Q36729,Hải Dương,1984.0,20.916666666667,106.33333333333,20.916666666667,106.33333333333,historical_figures.csv,,,,True,True
Q10841529,Đặng Lê Nguyên Vũ,bornIn,Q19491,Nha Trang,1971.0,12.245,109.19166666667,12.245,109.19166666667,historical_figures.csv,,,,True,True
Q10833914,Vũ Trinh,bornIn,Q33408,Bắc Ninh,1759.0,21.1,106.1,21.1,106.1,historical_figures.csv,,,,True,True
Q10833960,Vũ Đình Liên,bornIn,Q1858,Hà Nội,1913.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10833281,Võ Thị Thắng,bornIn,Q10830391,Tân Bửu,1945.0,10.6875,106.52083333333,10.6875,106.52083333333,historical_figures.csv,,,,True,True
Q10840144,Đinh Tiến Thành,bornIn,Q33929,Ninh Bình,1991.0,,,20.2506,105.9744,historical_figures.csv,,,,True,True
Q10833919,Vũ Trọng Cảnh,bornIn,Q10828447,Trung Đông,1929.0,20.30166667,106.2683333,20.30166667,106.2683333,historical_figures.csv,,,,True,True
Q10833845,Vũ Miên,bornIn,Q3711124,Lương Tài,1718.0,21.02407,106.22616,21.02407,106.22616,historical_figures.csv,,,,True,True
Q10839886,Út Tịch,bornIn,Q5054229,Cầu Kè,1931.0,9.867,106.083,9.867,106.083,historical_figures.csv,,,,True,True
Q10840220,Điểu K` Rứ,bornIn,Q10810512,Quảng Trực,1960.0,12.173333333333,107.30861111111,12.173333333333,107.30861111111,historical_figures.csv,,,,True,True
Q10833231,Võ An Ninh,bornIn,Q36729,Hải Dương,1907.0,20.916666666667,106.33333333333,20.916666666667,106.33333333333,historical_figures.csv,,,,True,True
Q10840158,Đinh Xuân Lâm,bornIn,Q3143381,Hương Sơn,1925.0,18.475,105.32916666667,18.475,105.32916666667,historical_figures.csv,,,,True,True
Q10841524,Đặng Hữu,bornIn,Q36693,Bình Định,1930.0,14.166666666667,109.0,14.166666666667,109.0,historical_figures.csv,,,,True,True
Q10833158,Vân Trang,bornIn,Q36666,Tiền Giang,1990.0,10.416666666667,106.16666666667,10.416666666667,106.16666666667,historical_figures.csv,,,,True,True
Q10840501,Đào Đình Bình,bornIn,Q10786489,Liên Bão,1945.0,21.130555555556,106.02416666667,21.130555555556,106.02416666667,historical_figures.csv,,,,True,True
Q10833895,Vũ Thành An,bornIn,Q5638933,Hải Hậu,1943.0,20.167,106.25,20.167,106.25,historical_figures.csv,,,,True,True
Q10840333,Đoàn Trọng Truyến,bornIn,Q7188247,Phú Lộc,1922.0,16.270826,107.880399,16.270826,107.880399,historical_figures.csv,,,,True,True
Q10833265,Võ Quảng,bornIn,Q33356,Quảng Nam,1920.0,15.55,108.05,15.55,108.05,historical_figures.csv,,,,True,True
Q10840503,Đào Đình Luyện,bornIn,Q10811069,Quỳnh Hội,1929.0,20.642777777778,106.35416666667,20.642777777778,106.35416666667,historical_figures.csv,,,,True,True
Q10833299,Võ Văn Liêm,bornIn,Q10820208,Song Thuận,1955.0,10.340833333333,106.27222222222,10.340833333333,106.27222222222,historical_figures.csv,,,,True,True
Q10836766,Y Ngông Niê Kdăm,bornIn,Q5191805,Cư M'gar,1922.0,12.880277777778,108.07555555556,12.880277777778,108.07555555556,historical_figures.csv,,,,True,True
Q10833798,Vũ Giáng Hương,bornIn,Q1858,Hà Nội,1930.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10835186,Xuân Đức,bornIn,Q36579,Quảng Trị,1947.0,16.75,107.0,16.75,107.0,historical_figures.csv,,,,True,True
Q10840116,Đinh Nhu,bornIn,Q72818,Hải Phòng,1910.0,20.8,106.66666666667,20.8,106.66666666667,historical_figures.csv,,,,True,True
Q10833405,Văn Như Cương,bornIn,Q10811128,Quỳnh Đôi,1937.0,19.154722222222,105.67194444444,19.154722222222,105.67194444444,historical_figures.csv,,,,True,True
Q10840214,Điểu Cải,bornIn,Q2902669,Định Quán,1948.0,11.200516,107.356563,11.200516,107.356563,historical_figures.csv,,,,True,True
Q10833829,Vũ Kỳ,bornIn,Q864581,Thường Tín,1921.0,20.84537,105.87279,20.84537,105.87279,historical_figures.csv,,,,True,True
Q10833302,Võ Văn Thưởng,bornIn,Q7333405,Vĩnh Long,1970.0,10.166666666667,106.0,10.166666666667,106.0,historical_figures.csv,,,,True,True
Q10840477,Đào Trọng Thi,bornIn,Q2445641,Tân Hiệp,1951.0,21.496944444444,106.11555555556,21.496944444444,106.11555555556,historical_figures.csv,,,,True,True
Q10833930,Vũ Tú Nam,bornIn,Q7943272,Vụ Bản,1929.0,20.383,106.117,20.383,106.117,historical_figures.csv,,,,True,True
Q10840094,Đinh Hoàng Max,bornIn,Q1033,Nigeria,1986.0,9.0,8.0,9.0,8.0,historical_figures.csv,,,,False,False
Q10836761,Y Luyện Niêk Đăm,bornIn,Q10788943,M'Drắk,1943.0,12.746789,108.74377,12.746789,108.74377,historical_figures.csv,,,,True,True
Q10840592,Đình Kính,bornIn,Q33351,Hà Tĩnh,1948.0,18.333333333333,105.9,18.333333333333,105.9,historical_figures.csv,,,,True,True
Q10833774,Vũ Bằng,bornIn,Q1858,Hà Nội,1913.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10833975,Vũ Đức Đam,bornIn,Q3031911,Thanh Miện,1963.0,20.779166666667,106.225,20.779166666667,106.225,historical_figures.csv,,,,True,True
Q10833675,Vĩnh Thuyên Kim,bornIn,Q33354,Cà Mau,1986.0,9.0833333333333,105.08333333333,9.0833333333333,105.08333333333,historical_figures.csv,,,,True,True
Q10833904,Vũ Thị Hương Sen,bornIn,Q3031197,Cẩm Giàng,1986.0,20.95,106.22083333333,20.95,106.22083333333,historical_figures.csv,,,,True,True
Q10833926,Vũ Tuấn Đức (nhạc sư),bornIn,Q36907,Nam Định,1900.0,20.25,106.25,20.25,106.25,historical_figures.csv,,,,True,True
Q10838317,Yến Trang,bornIn,Q1854,Thành phố Hồ Chí Minh,1984.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q10838148,Yên Thao,bornIn,Q1858,Hà Nội,1927.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10833247,Võ Hồng Anh,bornIn,Q1858,Hà Nội,1939.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10840141,Đinh Tiến Cường,bornIn,Q36729,Hải Dương,1973.0,20.916666666667,106.33333333333,20.916666666667,106.33333333333,historical_figures.csv,,,,True,True
Q10833395,Văn Mai Hương,bornIn,Q1858,Hà Nội,1994.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10833289,Võ Trọng Việt,bornIn,Q10842350,Đức Hòa,1957.0,18.495833333333,105.555,18.495833333333,105.555,historical_figures.csv,,,,True,True
Q10841555,Đặng Thành Tâm,bornIn,Q72818,Hải Phòng,1964.0,20.8,106.66666666667,20.8,106.66666666667,historical_figures.csv,,,,True,True
Q10833274,Võ Thị Dung,bornIn,Q7682100,Tân Phú,1960.0,10.79883,106.62324,10.79883,106.62324,historical_figures.csv,,,,True,True
Q10840455,Đào Mộng Long,bornIn,Q7022325,Nghi Xuân,1915.0,18.625,105.76666666667,18.625,105.76666666667,historical_figures.csv,,,,True,True
Q10840940,Đăng Khôi,bornIn,Q1858,Hà Nội,1983.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10840291,Đoàn Giỏi,bornIn,Q5088022,Châu Thành,1925.0,10.424166666667,106.28416666667,10.424166666667,106.28416666667,historical_figures.csv,,,,True,True
Q10840136,Đinh Thị Vân,bornIn,Q5558564,Giao Thủy,1916.0,20.25,106.417,20.25,106.417,historical_figures.csv,,,,True,True
Q10840619,Đình Toàn,bornIn,Q1854,Thành phố Hồ Chí Minh,1976.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q10836719,Xích Điểu,bornIn,Q864787,Đông Anh,1910.0,21.140498,105.848892,21.140498,105.848892,historical_figures.csv,,,,True,True
Q10835018,Xuân Nghi,bornIn,Q25281,Đà Lạt,1994.0,11.94,108.4375,11.94,108.4375,historical_figures.csv,,,,True,True
Q10840175,Điềm Phùng Thị,bornIn,Q36167,Huế,1920.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q10840453,Đào Hồng Cẩm,bornIn,Q36907,Nam Định,1924.0,20.25,106.25,20.25,106.25,historical_figures.csv,,,,True,True
Q10841126,Đại Nghĩa,bornIn,Q1854,Thành phố Hồ Chí Minh,1978.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q10840142,Đinh Tiến Dũng,bornIn,Q3031628,Ninh Giang,1961.0,20.75007,106.33329,20.75007,106.33329,historical_figures.csv,,,,True,True
Q10833941,Vũ Xuân Hồng,bornIn,Q36900,Ninh Bình,1950.0,20.25,105.83333333333,20.25,105.83333333333,historical_figures.csv,,,,True,True
Q10835011,Xuân Mai,bornIn,Q1854,Thành phố Hồ Chí Minh,1995.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q10833271,Võ Thiện Thanh,bornIn,Q36869,Bình Thuận,1968.0,11.083333333333,108.08333333333,11.083333333333,108.08333333333,historical_figures.csv,,,,True,True
Q10833913,Vũ Tiến Lộc,bornIn,Q800199,Thái Thụy,1960.0,20.56057,106.567409,20.56057,106.567409,historical_figures.csv,,,,True,True
Q10833932,Vũ Viết Ngoạn,bornIn,Q1048634,Đống Đa,1958.0,21.017951,105.824247,21.017951,105.824247,historical_figures.csv,,,,True,True
Q10834885,Xuân Bắc,bornIn,Q36610,Phú Thọ,1976.0,21.333333333333,105.16666666667,21.333333333333,105.16666666667,historical_figures.csv,,,,True,True
Q10833806,Vũ Hà Anh,bornIn,Q1858,Hà Nội,1982.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10840424,Đàm Thị Loan,bornIn,Q5874226,Hòa An,1926.0,22.708333333333,106.225,22.708333333333,106.225,historical_figures.csv,,,,True,True
Q10841289,Đạm Phương,bornIn,Q36167,Huế,1881.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q10838698,Ánh Tuyết,bornIn,Q36160,Hội An,1961.0,15.877669444444,108.33265,15.877669444444,108.33265,historical_figures.csv,,,,True,True
Q10840327,Đoàn Thạch Biền,bornIn,Q36907,Nam Định,1948.0,20.25,106.25,20.25,106.25,historical_figures.csv,,,,True,True
Q10840294,Đoàn Khuê,bornIn,Q36579,Quảng Trị,1923.0,16.75,107.0,16.75,107.0,historical_figures.csv,,,,True,True
Q10841571,Đặng Thị Ngọc Thịnh,bornIn,Q2655181,Duy Trinh,1959.0,15.8125,108.20194444444,15.8125,108.20194444444,historical_figures.csv,,,,True,True
Q10833804,Vũ Huy Hoàng,bornIn,Q10733346,An Thọ,1953.0,20.741944444444,106.60388888889,20.741944444444,106.60388888889,historical_figures.csv,,,,True,True
Q10834917,Xuân Hinh,bornIn,Q33408,Bắc Ninh,1960.0,21.1,106.1,21.1,106.1,historical_figures.csv,,,,True,True
Q10840460,Đào Nguyên Phổ,bornIn,Q36681,Thái Bình,1861.0,20.5,106.33333333333,20.5,106.33333333333,historical_figures.csv,,,,True,True
Q10833328,Võ Đức Huy,bornIn,Q10831665,Sơn Tịnh (xã),1950.0,15.155099279986,108.74071065526,15.155099279986,108.74071065526,historical_figures.csv,,,,True,True
Q10834328,Wanbi Tuấn Anh,bornIn,Q1854,Thành phố Hồ Chí Minh,1987.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q10833959,Vũ Đình Hòe,bornIn,Q36729,Hải Dương,1912.0,20.916666666667,106.33333333333,20.916666666667,106.33333333333,historical_figures.csv,,,,True,True
Q10841523,Đặng Hồi Xuân,bornIn,Q36907,Nam Định,1929.0,20.25,106.25,20.25,106.25,historical_figures.csv,,,,True,True
Q10840328,Đoàn Thị Kim Chi,bornIn,Q881,Việt Nam,1979.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q10833255,Võ Minh Chiến,bornIn,Q10796902,Mỹ Xuyên,1956.0,9.557,105.9882,9.557,105.9882,historical_figures.csv,,,,True,True
Q10831484,Tạ Duy Hiển,bornIn,Q1858,Hà Nội,1889.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10829684,Trần Đăng Khoa (bộ trưởng),bornIn,Q864791,Từ Liêm,1907.0,21.0394,105.768,21.0394,105.768,historical_figures.csv,,,,True,True
Q10829895,Trịnh Xuyên,bornIn,Q10841825,Định Tân,1958.0,19.987222222222,105.69722222222,19.987222222222,105.69722222222,historical_figures.csv,,,,True,True
Q10832808,Việt Anh (nhạc sĩ),bornIn,Q1858,Hà Nội,1976.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10829434,Trần Quang Chiểu,bornIn,Q10771711,Hải Trung,1958.0,20.217222222222,106.28333333333,20.217222222222,106.28333333333,historical_figures.csv,,,,True,True
Q10829546,Trần Tiến Dũng,bornIn,Q881,Việt Nam,1954.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q10830163,Tuấn Hưng,bornIn,Q1858,Hà Nội,1978.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q10829517,Trần Thị Minh Hòa,bornIn,Q10810468,Quảng Thuận,1956.0,17.727222222222,106.43944444444,17.727222222222,106.43944444444,historical_figures.csv,,,,True,True
